state.name,year,Goodbills,BadBills
Pennsylvania,2015,18,4
Rhode Island,1982,,
Rhode Island,1983,,
Rhode Island,1984,,
Rhode Island,1985,,
Rhode Island,1986,,
Rhode Island,1987,,
Rhode Island,1988,,
Rhode Island,1989,,
Rhode Island,1990,,
Rhode Island,1991,,
Rhode Island,1992,,
Rhode Island,1993,,
Rhode Island,1994,,
Rhode Island,1995,,
Rhode Island,1996,,
Rhode Island,1997,,
Rhode Island,1998,,
Rhode Island,1999,,
Rhode Island,2000,,
Rhode Island,2001,,
Rhode Island,2002,,
Rhode Island,2003,,
Rhode Island,2004,5,5
Rhode Island,2005,2,3
Rhode Island,2006,8,3
Rhode Island,2007,12,2
Rhode Island,2008,9,2
Rhode Island,2009,2,1
Rhode Island,2010,12,4
Rhode Island,2011,9,4
Rhode Island,2012,9,2
Rhode Island,2013,4,1
Rhode Island,2014,5,1
Rhode Island,2015,5,1
South Carolina,1982,,
South Carolina,1983,,
South Carolina,1984,,
South Carolina,1985,,
South Carolina,1986,,
South Carolina,1987,,
South Carolina,1988,,
South Carolina,1989,,
South Carolina,1990,,
South Carolina,1991,,
South Carolina,1992,,
South Carolina,1993,,
South Carolina,1994,,
South Carolina,1995,,
South Carolina,1996,,
South Carolina,1997,,
South Carolina,1998,,
South Carolina,1999,,
South Carolina,2000,,
South Carolina,2001,,
South Carolina,2002,,
South Carolina,2003,,
South Carolina,2004,2,4
South Carolina,2005,3,7
South Carolina,2006,1,0
South Carolina,2007,4,2
South Carolina,2008,6,0
South Carolina,2009,6,1
South Carolina,2010,8,2
South Carolina,2011,1,0
South Carolina,2012,5,1
South Carolina,2013,5,1
South Carolina,2014,3,0
South Carolina,2015,8,9
South Dakota,1982,,
South Dakota,1983,,
South Dakota,1984,,
South Dakota,1985,,
South Dakota,1986,,
South Dakota,1987,,
South Dakota,1988,,
South Dakota,1989,,
South Dakota,1990,,
South Dakota,1991,,
South Dakota,1992,,
South Dakota,1993,,
South Dakota,1994,,
South Dakota,1995,,
South Dakota,1996,,
South Dakota,1997,,
South Dakota,1998,,
South Dakota,1999,,
South Dakota,2000,,
South Dakota,2001,,
South Dakota,2002,,
South Dakota,2003,,
South Dakota,2004,0,1
South Dakota,2005,0,1
South Dakota,2006,0,0
South Dakota,2007,0,0
South Dakota,2008,0,0
South Dakota,2009,2,0
South Dakota,2010,1,0
South Dakota,2011,1,1
South Dakota,2012,2,1
South Dakota,2013,0,1
South Dakota,2014,0,4
South Dakota,2015,1,3
Tennessee,1982,,
Tennessee,1983,,
Tennessee,1984,,
Tennessee,1985,,
Tennessee,1986,,
Tennessee,1987,,
Tennessee,1988,,
Tennessee,1989,,
Tennessee,1990,,
Tennessee,1991,,
Tennessee,1992,,
Tennessee,1993,,
Tennessee,1994,,
Tennessee,1995,,
Tennessee,1996,,
Tennessee,1997,,
Tennessee,1998,,
Tennessee,1999,,
Tennessee,2000,,
Tennessee,2001,,
Tennessee,2002,,
Tennessee,2003,,
Tennessee,2004,0,4
Tennessee,2005,2,18
Tennessee,2006,2,12
Tennessee,2007,0,2
Tennessee,2008,0,4
Tennessee,2009,4,6
Tennessee,2010,11,11
Tennessee,2011,9,11
Tennessee,2012,15,11
Tennessee,2013,8,11
Tennessee,2014,0,10
Tennessee,2015,2,1
Texas,1982,,
Texas,1983,,
Texas,1984,,
Texas,1985,,
Texas,1986,,
Texas,1987,,
Texas,1988,,
Texas,1989,,
Texas,1990,,
Texas,1991,,
Texas,1992,,
Texas,1993,,
Texas,1994,,
Texas,1995,,
Texas,1996,,
Texas,1997,,
Texas,1998,,
Texas,1999,,
Texas,2000,,
Texas,2001,,
Texas,2002,,
Texas,2003,,
Texas,2004,0,1
Texas,2005,10,2
Texas,2006,0,0
Texas,2007,9,3
Texas,2008,0,0
Texas,2009,20,2
Texas,2010,0,0
Texas,2011,26,8
Texas,2012,0,0
Texas,2013,32,1
Texas,2014,0,0
Texas,2015,29,23
Utah,1982,,
Utah,1983,,
Utah,1984,,
Utah,1985,,
Utah,1986,,
Utah,1987,,
Utah,1988,,
Utah,1989,,
Utah,1990,,
Utah,1991,,
Utah,1992,,
Utah,1993,,
Utah,1994,,
Utah,1995,,
Utah,1996,,
Utah,1997,,
Utah,1998,,
Utah,1999,,
Utah,2000,,
Utah,2001,,
Utah,2002,,
Utah,2003,,
Utah,2004,2,2
Utah,2005,3,0
Utah,2006,1,5
Utah,2007,0,2
Utah,2008,4,2
Utah,2009,4,1
Utah,2010,4,1
Utah,2011,4,3
Utah,2012,3,1
Utah,2013,5,0
Utah,2014,2,2
Utah,2015,7,5
Vermont,1982,,
Vermont,1983,,
Vermont,1984,,
Vermont,1985,,
Vermont,1986,,
Vermont,1987,,
Vermont,1988,,
Vermont,1989,,
Vermont,1990,,
Vermont,1991,,
Vermont,1992,,
Vermont,1993,,
Vermont,1994,,
Vermont,1995,,
Vermont,1996,,
Vermont,1997,,
Vermont,1998,,
Vermont,1999,,
Vermont,2000,,
Vermont,2001,,
Vermont,2002,,
Vermont,2003,,
Vermont,2004,4,6
Vermont,2005,1,0
Vermont,2006,3,0
Vermont,2007,3,2
Vermont,2008,1,0
Vermont,2009,2,0
Vermont,2010,6,0
Vermont,2011,3,0
Vermont,2012,3,0
Vermont,2013,3,0
Vermont,2014,1,0
Vermont,2015,6,0
Virginia,1982,,
Virginia,1983,,
Virginia,1984,,
Virginia,1985,,
Virginia,1986,,
Virginia,1987,,
Virginia,1988,,
Virginia,1989,,
Virginia,1990,,
Virginia,1991,,
Virginia,1992,,
Virginia,1993,,
Virginia,1994,,
Virginia,1995,,
Virginia,1996,,
Virginia,1997,,
Virginia,1998,,
Virginia,1999,,
Virginia,2000,,
Virginia,2001,,
Virginia,2002,,
Virginia,2003,,
Virginia,2004,3,6
Virginia,2005,5,7
Virginia,2006,4,5
Virginia,2007,8,2
Virginia,2008,6,0
Virginia,2009,9,1
Virginia,2010,6,0
Virginia,2011,12,2
Virginia,2012,7,2
Virginia,2013,5,3
Virginia,2014,16,3
Virginia,2015,12,3
Washington,1982,,
Washington,1983,,
Washington,1984,,
Washington,1985,,
Washington,1986,,
Washington,1987,,
Washington,1988,,
Washington,1989,,
Washington,1990,,
Washington,1991,,
Washington,1992,,
Washington,1993,,
Washington,1994,,
Washington,1995,,
Washington,1996,,
Washington,1997,,
Washington,1998,,
Washington,1999,,
Washington,2000,,
Washington,2001,,
Washington,2002,,
Washington,2003,,
Washington,2004,3,4
Washington,2005,3,4
Washington,2006,5,5
Washington,2007,3,2
Washington,2008,5,2
Washington,2009,7,3
Washington,2010,15,3
Washington,2011,7,3
Washington,2012,7,3
Washington,2013,3,2
Washington,2014,5,0
Washington,2015,5,1
West Virginia,1982,,
West Virginia,1983,,
West Virginia,1984,,
West Virginia,1985,,
West Virginia,1986,,
West Virginia,1987,,
West Virginia,1988,,
West Virginia,1989,,
West Virginia,1990,,
West Virginia,1991,,
West Virginia,1992,,
West Virginia,1993,,
West Virginia,1994,,
West Virginia,1995,,
West Virginia,1996,,
West Virginia,1997,,
West Virginia,1998,,
West Virginia,1999,,
West Virginia,2000,,
West Virginia,2001,,
West Virginia,2002,,
West Virginia,2003,,
West Virginia,2004,4,3
West Virginia,2005,2,0
West Virginia,2006,3,4
West Virginia,2007,3,1
West Virginia,2008,6,1
West Virginia,2009,2,2
West Virginia,2010,2,8
West Virginia,2011,12,4
West Virginia,2012,8,6
West Virginia,2013,4,4
West Virginia,2014,2,4
West Virginia,2015,12,6
Wisconsin,1982,,
Wisconsin,1983,,
Wisconsin,1984,,
Wisconsin,1985,,
Wisconsin,1986,,
Wisconsin,1987,,
Wisconsin,1988,,
Wisconsin,1989,,
Wisconsin,1990,,
Wisconsin,1991,,
Wisconsin,1992,,
Wisconsin,1993,,
Wisconsin,1994,,
Wisconsin,1995,,
Wisconsin,1996,,
Wisconsin,1997,,
Wisconsin,1998,,
Wisconsin,1999,,
Wisconsin,2000,,
Wisconsin,2001,,
Wisconsin,2002,,
Wisconsin,2003,,
Wisconsin,2004,2,1
Wisconsin,2005,2,1
Wisconsin,2006,3,2
Wisconsin,2007,1,1
Wisconsin,2008,4,0
Wisconsin,2009,3,1
Wisconsin,2010,10,0
Wisconsin,2011,2,2
Wisconsin,2012,6,2
Wisconsin,2013,1,3
Wisconsin,2014,5,0
Wisconsin,2015,4,3
Wyoming,1982,,
Wyoming,1983,,
Wyoming,1984,,
Wyoming,1985,,
Wyoming,1986,,
Wyoming,1987,,
Wyoming,1988,,
Wyoming,1989,,
Wyoming,1990,,
Wyoming,1991,,
Wyoming,1992,,
Wyoming,1993,,
Wyoming,1994,,
Wyoming,1995,,
Wyoming,1996,,
Wyoming,1997,,
Wyoming,1998,,
Wyoming,1999,,
Wyoming,2000,,
Wyoming,2001,,
Wyoming,2002,,
Wyoming,2003,,
Wyoming,2004,0,1
Wyoming,2005,0,1
Wyoming,2006,0,0
Wyoming,2007,1,2
Wyoming,2008,0,0
Wyoming,2009,3,1
Wyoming,2010,1,0
Wyoming,2011,2,2
Wyoming,2012,0,0
Wyoming,2013,3,0
Wyoming,2014,2,2
Wyoming,2015,1,2
